date,campaign_name,cost,purchases,conv_value
2026-06-11,ASUC-(ALL)-PERF-KIDS-INTER,644.94,41,2079.96
2026-06-11,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,268.99,16,1110.04
2026-06-11,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,81.43,2,172.33
2026-06-11,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,66.29,null,null
2026-06-11,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,276.74,4,293.24
2026-06-11,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,302.01,15,837.51
2026-06-11,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,197.18,3,101.4
2026-06-11,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,191.79,15,528.8
2026-06-11,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,209.98,6,313.8
2026-06-11,ASUC-(HISTO)-UK-(UK)-PERF-RTG,236.45,9,735.54
2026-06-11,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,114.5,1,104.35
2026-06-11,ASUC-(HISTO)-US-(US)-PERF-RTG,147.1,7,756.11
2026-06-11,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,6.38,null,null
2026-06-11,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,12.6,null,null
2026-06-11,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,28.96,null,null
2026-06-11,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,27.57,3,164.82
2026-06-11,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,89.44,3,143.42
2026-06-11,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,48.73,1,32.11
2026-06-11,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,25.81,2,177.18
2026-06-11,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,32.96,2,180.29
2026-06-11,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,62.4,1,34.72
2026-06-11,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,61.11,4,186
2026-06-11,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,69.23,1,null
2026-06-11,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,59.29,1,61.04
2026-06-11,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,86.07,2,114.75
2026-06-11,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,81.52,5,191.19
2026-06-11,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7.14,1,109.86
2026-06-11,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,9.28,null,null
2026-06-11,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,10.03,null,null
2026-06-11,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,8.13,2,115.79
2026-06-11,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,15.93,null,null
2026-06-11,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,20.74,null,null
2026-06-11,ASUC-(NEW)-PERF-RTG-WARM-ROW,38.01,1,68.54
2026-06-11,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6.96,null,null
2026-06-11,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,4.08,null,null
2026-06-11,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,7.38,null,null
2026-06-11,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,6.14,1,23.46
2026-06-11,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,3.71,null,null
2026-06-11,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,4.54,1,38.55
2026-06-11,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,100.67,2,134.6
2026-06-11,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,138.56,null,null
2026-06-11,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,79.04,2,138.96
2026-06-11,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,60.09,null,null
2026-06-11,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,54.22,null,null
2026-06-11,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,50.69,1,43.48
2026-06-12,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,460.7,18,1518.15
2026-06-12,ASUC-(ALL)-PERF-KIDS-INTER,713.33,40,2452.28
2026-06-12,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,258.63,19,1425.21
2026-06-12,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,85.62,3,185.48
2026-06-12,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,81.78,null,null
2026-06-12,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,303.95,11,387.27
2026-06-12,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,336.74,19,1123.43
2026-06-12,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,184.2,4,159.74
2026-06-12,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,242.4,10,332.57
2026-06-12,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,302.17,5,434.56
2026-06-12,ASUC-(HISTO)-UK-(UK)-PERF-RTG,247.69,8,764.82
2026-06-12,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,127.86,4,292.18
2026-06-12,ASUC-(HISTO)-US-(US)-PERF-RTG,154.44,6,324.07
2026-06-12,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,9.56,1,109.55
2026-06-12,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,12.61,null,null
2026-06-12,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,38.14,null,null
2026-06-12,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,44.2,4,186.08
2026-06-12,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,90.84,1,102.36
2026-06-12,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,67.42,4,202.23
2026-06-12,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,25.92,4,194.24
2026-06-12,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,41.85,2,155.21
2026-06-12,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,81.81,4,137
2026-06-12,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,86.93,4,115.2
2026-06-12,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,77.21,1,84.19
2026-06-12,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,70.17,3,99.21
2026-06-12,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,105.02,null,null
2026-06-12,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,94.62,4,94.94
2026-06-12,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,10.56,1,80.39
2026-06-12,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,9.32,1,169.85
2026-06-12,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,12.81,null,null
2026-06-12,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,8.71,null,null
2026-06-12,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,11.14,null,null
2026-06-12,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,27.74,1,32.11
2026-06-12,ASUC-(NEW)-PERF-RTG-WARM-ROW,42.22,2,95.25
2026-06-12,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,7.12,null,null
2026-06-12,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,5.86,1,61.9
2026-06-12,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,6.98,null,null
2026-06-12,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,7.06,1,23.46
2026-06-12,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.51,null,null
2026-06-12,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,6.17,null,null
2026-06-12,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,135.12,null,null
2026-06-12,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,172.39,6,511.49
2026-06-12,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,85.99,1,27.98
2026-06-12,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,58.56,2,121.26
2026-06-12,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,63.88,1,66.69
2026-06-12,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,62.62,4,519.69
2026-06-13,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,523.7,19,1605.57
2026-06-13,ASUC-(ALL)-PERF-KIDS-INTER,723.92,50,2695.89
2026-06-13,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,311.78,30,1236.18
2026-06-13,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,120.17,4,203.79
2026-06-13,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,79.6,1,43.37
2026-06-13,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,335.5,10,514.79
2026-06-13,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,318.51,9,404.98
2026-06-13,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,220.86,4,264.81
2026-06-13,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,243.63,11,464.81
2026-06-13,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,312.45,6,330.87
2026-06-13,ASUC-(HISTO)-UK-(UK)-PERF-RTG,282.15,5,307.68
2026-06-13,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,113.86,6,532.7
2026-06-13,ASUC-(HISTO)-US-(US)-PERF-RTG,164.96,9,810.3
2026-06-13,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,6.13,null,null
2026-06-13,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,11.64,null,null
2026-06-13,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,47.83,1,28.5
2026-06-13,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,54.05,null,null
2026-06-13,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,99.52,null,null
2026-06-13,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,54.77,5,374.49
2026-06-13,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,22.9,null,null
2026-06-13,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,39.22,1,46.35
2026-06-13,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,115.53,6,408.2
2026-06-13,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,75.4,10,335.8
2026-06-13,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,82.48,2,81.7
2026-06-13,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,67.99,1,37.19
2026-06-13,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,118.86,1,35.9
2026-06-13,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,113.12,8,372.79
2026-06-13,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,5.51,null,null
2026-06-13,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,10.65,null,null
2026-06-13,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,10.84,2,112.12
2026-06-13,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,9.43,1,52.2
2026-06-13,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,13.92,1,45.45
2026-06-13,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,24.49,3,159.25
2026-06-13,ASUC-(NEW)-PERF-RTG-WARM-ROW,47.89,1,77.22
2026-06-13,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6.78,null,null
2026-06-13,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,4.78,null,null
2026-06-13,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,7.52,null,null
2026-06-13,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,6.97,null,null
2026-06-13,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,6.86,null,null
2026-06-13,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,4.79,null,null
2026-06-13,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,142.55,4,331.09
2026-06-13,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,161.69,4,268.36
2026-06-13,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,127.11,4,236.27
2026-06-13,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,54.44,1,52.05
2026-06-13,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,53.47,null,null
2026-06-13,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,48.44,4,485.8
2026-06-14,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,536.1,28,1595.56
2026-06-14,ASUC-(ALL)-PERF-KIDS-INTER,663.42,28,1529.35
2026-06-14,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,340.77,29,2012.89
2026-06-14,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,118.12,9,556.06
2026-06-14,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,85.1,null,null
2026-06-14,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,374.48,8,296.64
2026-06-14,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,419.41,13,882.02
2026-06-14,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,208.8,10,611.56
2026-06-14,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,277.39,12,453.17
2026-06-14,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,353.21,4,185.37
2026-06-14,ASUC-(HISTO)-UK-(UK)-PERF-RTG,279.26,12,917.83
2026-06-14,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,133.04,2,78.07
2026-06-14,ASUC-(HISTO)-US-(US)-PERF-RTG,185.2,9,910.87
2026-06-14,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,8.78,1,42.61
2026-06-14,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,15.54,1,85.23
2026-06-14,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,45.89,4,202.65
2026-06-14,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,51.22,1,36.83
2026-06-14,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,106.48,null,null
2026-06-14,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,64.16,5,231.16
2026-06-14,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,29.77,null,null
2026-06-14,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,50.97,2,269.18
2026-06-14,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,98.98,4,205.8
2026-06-14,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,105.61,7,280.4
2026-06-14,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,81.54,null,null
2026-06-14,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,78.35,2,72.74
2026-06-14,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,132.83,5,276.67
2026-06-14,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,121.9,10,473.59
2026-06-14,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,11.63,null,null
2026-06-14,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,12.85,2,220.1
2026-06-14,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,11.64,null,null
2026-06-14,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,10.39,null,null
2026-06-14,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,14.72,1,61.04
2026-06-14,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,27.62,2,127.14
2026-06-14,ASUC-(NEW)-PERF-RTG-WARM-ROW,49.32,1,26.77
2026-06-14,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,7.99,null,null
2026-06-14,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,5.68,null,null
2026-06-14,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,8.42,null,null
2026-06-14,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,9.06,null,null
2026-06-14,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,6.08,null,null
2026-06-14,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,6.36,null,null
2026-06-14,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,148.62,5,264.36
2026-06-14,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,182.94,6,476.54
2026-06-14,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,139.4,1,43.37
2026-06-14,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,70.6,1,52.05
2026-06-14,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,70.78,2,260.25
2026-06-14,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,67.82,4,234.22
2026-06-15,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,478.29,26,1066.96
2026-06-15,ASUC-(ALL)-PERF-KIDS-INTER,733.16,30,1582.74
2026-06-15,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,294.04,24,1644.07
2026-06-15,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,96.63,8,538.06
2026-06-15,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,75.14,1,27.7
2026-06-15,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,283.8,6,397.39
2026-06-15,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,342.35,13,776.1
2026-06-15,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,205.68,5,260.83
2026-06-15,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,281.53,15,575.14
2026-06-15,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,312.88,11,683.53
2026-06-15,ASUC-(HISTO)-UK-(UK)-PERF-RTG,254.7,10,778.87
2026-06-15,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,137.11,2,95.42
2026-06-15,ASUC-(HISTO)-US-(US)-PERF-RTG,169.64,7,490.88
2026-06-15,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,8.55,null,null
2026-06-15,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,16.01,3,229.26
2026-06-15,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,37.26,1,70.83
2026-06-15,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,42.78,null,null
2026-06-15,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,100.25,2,85.82
2026-06-15,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,58.69,2,52.16
2026-06-15,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,24.53,2,138.31
2026-06-15,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,42.3,null,null
2026-06-15,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,85.98,5,199
2026-06-15,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,73.37,8,348.2
2026-06-15,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,69.47,1,37.19
2026-06-15,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,76.73,2,55.95
2026-06-15,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,96.63,3,175.24
2026-06-15,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,108.89,5,143.67
2026-06-15,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,9.13,null,null
2026-06-15,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,9.75,3,284.84
2026-06-15,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,10.48,null,null
2026-06-15,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,11.72,null,null
2026-06-15,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,12.83,null,null
2026-06-15,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,26.76,null,null
2026-06-15,ASUC-(NEW)-PERF-RTG-WARM-ROW,42.89,2,214.24
2026-06-15,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6.69,null,null
2026-06-15,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,4.66,null,null
2026-06-15,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,6.48,null,null
2026-06-15,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,6.66,null,null
2026-06-15,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.25,null,null
2026-06-15,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,6.61,null,null
2026-06-15,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,127.88,2,257.94
2026-06-15,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,179.72,8,734.19
2026-06-15,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,110.42,2,233.41
2026-06-15,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,57.83,null,null
2026-06-15,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,61.13,1,60.72
2026-06-15,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,60.66,3,103.99
2026-06-16,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,414.31,19,1066.05
2026-06-16,ASUC-(ALL)-PERF-KIDS-INTER,649.31,38,2029.48
2026-06-16,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,276.58,21,1167.06
2026-06-16,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,93.46,8,341.91
2026-06-16,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,70.48,1,27.97
2026-06-16,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,309.46,9,328.62
2026-06-16,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,338.35,14,904.28
2026-06-16,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,207.11,4,110.59
2026-06-16,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,253.18,20,592.3
2026-06-16,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,249.77,4,347.16
2026-06-16,ASUC-(HISTO)-UK-(UK)-PERF-RTG,271.69,5,497.59
2026-06-16,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,117.19,null,null
2026-06-16,ASUC-(HISTO)-US-(US)-PERF-RTG,153.33,7,566.22
2026-06-16,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,8.25,null,null
2026-06-16,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,13.46,1,42.6
2026-06-16,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,37.81,2,80.28
2026-06-16,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,39.91,2,142.5
2026-06-16,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,89.13,2,69.63
2026-06-16,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,67.44,5,280.48
2026-06-16,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,23.86,null,null
2026-06-16,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,34.78,null,null
2026-06-16,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,79.79,3,138
2026-06-16,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,74.64,6,256.4
2026-06-16,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,75.01,2,65.17
2026-06-16,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,71.65,3,130.59
2026-06-16,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,96.82,null,null
2026-06-16,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,91.83,5,243.94
2026-06-16,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7.62,null,null
2026-06-16,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,9.27,null,null
2026-06-16,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,10.79,null,null
2026-06-16,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,9.81,null,null
2026-06-16,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,13.86,2,37.69
2026-06-16,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,23.28,null,null
2026-06-16,ASUC-(NEW)-PERF-RTG-WARM-ROW,43.8,5,475.2
2026-06-16,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6.6,null,null
2026-06-16,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,5.03,null,null
2026-06-16,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,8.28,null,null
2026-06-16,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,8.61,null,null
2026-06-16,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.76,null,null
2026-06-16,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,4.65,null,null
2026-06-16,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,145.3,5,604.84
2026-06-16,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,162.75,2,182.39
2026-06-16,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,118.08,2,130.72
2026-06-16,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,53.82,null,null
2026-06-16,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,57.77,1,43.19
2026-06-16,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,55.81,2,268.25
2026-06-17,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,437.87,19,1111.3
2026-06-17,ASUC-(ALL)-PERF-KIDS-INTER,684.77,32,1532.69
2026-06-17,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,277.24,23,1037.49
2026-06-17,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,95.92,8,634.71
2026-06-17,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,72.08,3,72.83
2026-06-17,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,296.79,6,229.31
